make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Volkswagen,Polo,DIESEL HIGHLINE 1.2L,3.5,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,22.07,1.2,73.9,5.0,10.0,No,5andBelow
Maruti,Alto,LX BSIII,0.85,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,16.0,yes,5andBelow
Maruti,Alto,800 LX,2.9,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,6.0,yes,5andBelow
Honda,WR-V,I-DTEC VX,10.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,3.0,yes,5andBelow
Tata,Indica,V2 LSI,0.85,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,16.84,1.19,64.4,5.0,14.0,yes,5andBelow
Maruti,Alto,LXI,0.65,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,19.0,yes,5andBelow
Honda,City,1.5 EXI,0.75,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,13.0,1.49,100.0,5.0,17.0,yes,5andBelow
Skoda,Octavia,AMBIENTE 1.9 TDI MT,1.0,240000 - 250000 Km,Diesel,Individual,Manual,2nd owner,18.7,1.9,66.0,5.0,19.0,No,5andBelow
Tata,Indica,VISTA TERRA 1.4 TDI,1.7,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,17.0,1.4,71.0,5.0,13.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA MAGNA AT,5.25,30000 - 40000 Km,Petrol,Individual,Automatic,1st owner,18.9,1.2,81.86,5.0,5.0,yes,5andBelow
Maruti,Wagon,R LXI,2.65,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,21.79,1.0,67.05,5.0,2.0,yes,5andBelow
Tata,Tigor,1.2 REVOTRON XZ,4.6,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,20.3,1.2,84.0,5.0,4.0,yes,5andBelow
Maruti,Alto,K10 VXI,2.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.95,1.0,67.05,5.0,5.0,yes,5andBelow
Maruti,Swift Dzire,VDI,3.95,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Hyundai,Grand,I10 ASTA OPTION,3.75,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,82.0,5.0,8.0,yes,5andBelow
Tata,Indica,VISTA AQUA 1.4 TDI,1.2,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,17.0,1.4,71.0,5.0,13.0,yes,5andBelow
Maruti,Ritz,VDI,2.9,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,21.1,1.25,73.9,5.0,11.0,yes,5andBelow
Tata,Tiago,1.2 REVOTRON XZ,4.1,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,5.0,yes,5andBelow
Chevrolet,Spark,1.0 LT OPTION PACK W/ AIRBAG,2.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,16.5,1.0,63.0,5.0,13.0,No,5andBelow
Skoda,Rapid,1.5 TDI AMBITION BSIV,9.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,21.13,1.5,108.6,5.0,4.0,No,5andBelow
Maruti,800,STD,0.5,40000 - 50000 Km,Petrol,Individual,Manual,3rd owner,16.1,0.8,37.0,4.0,19.0,yes,5andBelow
Renault,Duster,110PS DIESEL RXZ,4.5,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,108.45,5.0,10.0,No,5andBelow
Mahindra,XUV500,W8 4WD,6.5,70000 - 80000 Km,Diesel,Individual,Manual,3rd owner,15.1,2.18,140.0,7.0,10.0,yes,btwn6and8
Ford,Fiesta,1.5 TDCI AMBIENTE,4.25,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.01,1.5,89.75,5.0,8.0,No,5andBelow
Maruti,Zen,VXI,0.55,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,17.3,0.99,60.0,5.0,24.0,yes,5andBelow
Hyundai,i10,MAGNA 1.2 ITECH SE,2.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,20.36,1.2,78.9,5.0,11.0,yes,5andBelow
Mahindra,XUV500,W10 2WD,9.75,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,16.0,2.18,140.0,7.0,7.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 SLX,4.5,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,9.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 ZLX,6.0,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,8.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 PLUS AC,5.5,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,9.0,8.0,yes,9andAbobe
Tata,Indica,VISTA TERRA QUADRAJET 1.3L BS IV,1.8,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,18.0,1.25,75.0,5.0,11.0,yes,5andBelow
Mahindra,Xylo,E4,3.0,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,14.0,2.5,112.0,7.0,12.0,yes,btwn6and8
Tata,Zest,REVOTRON 1.2T XM,3.5,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,17.57,1.19,88.7,5.0,6.0,yes,5andBelow
Maruti,Swift Dzire,VDI,4.65,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Tata,Manza,AURA (ABS) QUADRAJET BS IV,2.0,180000 - 190000 Km,Diesel,Individual,Manual,2nd owner,21.12,1.25,88.8,5.0,12.0,yes,5andBelow
Chevrolet,Enjoy,TCDI LS 8 SEATER,3.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,18.2,1.25,73.8,8.0,8.0,No,btwn6and8
Honda,City,I VTEC V,6.5,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,17.4,1.5,117.3,5.0,7.0,yes,5andBelow
Hyundai,i10,MAGNA,1.5,120000 - 130000 Km,Petrol,Individual,Manual,2nd owner,20.36,1.2,78.9,5.0,12.0,yes,5andBelow
Honda,City,I DTEC V,5.6,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.5,98.6,5.0,8.0,yes,5andBelow
Hyundai,i20,ACTIVE 1.4 SX WITH AVN,6.25,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,21.19,1.4,88.73,5.0,7.0,yes,5andBelow
Ford,Figo,DIESEL TITANIUM,2.2,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,10.0,No,5andBelow
Ford,Figo,DIESEL CELEBRATION EDITION,2.5,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.1,5.0,9.0,No,5andBelow
Tata,Zest,QUADRAJET 1.3 XT,5.75,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,20.65,1.25,88.7,5.0,4.0,yes,5andBelow
Mahindra,XUV500,W8 AWD,10.5,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,7.0,yes,btwn6and8
Jaguar,XF,2.2 LITRE LUXURY,30.0,60000 - 70000 Km,Diesel,Individual,Automatic,2nd owner,16.36,2.18,187.7,5.0,7.0,No,5andBelow
Tata,New Safari,DICOR 2.2 LX 4X2,2.0,80000 - 90000 Km,Diesel,Individual,Manual,3rd owner,11.57,2.18,138.1,7.0,10.0,yes,btwn6and8
Maruti,Alto,800 VXI,2.62,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,6.0,yes,5andBelow
Hyundai,EON,ERA PLUS,2.99,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,4.0,yes,5andBelow
Maruti,Alto,800 LXI,2.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,7.0,yes,5andBelow
Hyundai,Santro,XING GLS,1.4,50000 - 60000 Km,Petrol,Individual,Manual,4th & above owner,17.92,1.09,62.1,5.0,11.0,yes,5andBelow
Maruti,Swift Dzire,VDI,3.6,60000 - 70000 Km,Diesel,Individual,Manual,3rd owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Datsun,GO,A,2.1,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,20.63,1.2,67.06,5.0,7.0,No,5andBelow
Hyundai,i20,1.4 SPORTZ,6.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.73,5.0,5.0,yes,5andBelow
Skoda,Fabia,1.2L DIESEL AMBIENTE,2.1,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,19.5,1.2,75.0,5.0,11.0,No,5andBelow
Volkswagen,Vento,DIESEL COMFORTLINE,3.0,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,20.54,1.6,103.6,5.0,11.0,No,5andBelow
Hyundai,Grand,I10 ASTA,4.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,82.0,5.0,6.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA SPORTZ BSIV,5.5,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.9,1.2,81.86,5.0,3.0,yes,5andBelow
Tata,Indica,VISTA AURA 1.3 QUADRAJET (ABS),1.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,18.0,1.25,75.0,5.0,11.0,yes,5andBelow
Hyundai,EON,ERA PLUS,1.85,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,21.1,0.81,55.2,5.0,10.0,yes,5andBelow
Maruti,Wagon,R LX BSIII,0.8,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,17.3,1.06,64.0,5.0,16.0,yes,5andBelow
Maruti,Alto,800 VXI,2.95,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,5.0,yes,5andBelow
Renault,KWID,CLIMBER 1.0 MT,3.6,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,23.01,1.0,67.0,5.0,5.0,No,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.1,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,20.92,1.0,67.1,5.0,8.0,yes,5andBelow
Hyundai,Elite,I20 PETROL CVT MAGNA EXECUTIVE,5.85,70000 - 80000 Km,Petrol,Individual,Automatic,1st owner,17.4,1.2,81.86,5.0,3.0,yes,5andBelow
Volkswagen,Polo,SELECT 1.5 TDI HIGHLINE,5.6,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,20.14,1.5,88.7,5.0,6.0,No,5andBelow
Honda,City,I DTEC S,6.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,7.0,yes,5andBelow
Datsun,GO,T BSIV,3.3,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,20.63,1.2,67.0,5.0,5.0,No,5andBelow
Hyundai,Verna,VTVT 1.6 SX,9.9,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,17.0,1.59,121.3,5.0,3.0,yes,5andBelow
Toyota,Etios,DIESEL TRD SPORTIVO,3.0,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.59,1.36,67.1,5.0,10.0,yes,5andBelow
Tata,Nexon,1.2 REVOTRON XM,6.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,108.5,5.0,4.0,yes,5andBelow
Hyundai,Elite,I20 SPORTZ PLUS CVT BSIV,6.95,10000 - 20000 Km,Petrol,Individual,Automatic,1st owner,17.4,1.2,81.86,5.0,3.0,yes,5andBelow
Hyundai,Grand,I10 CRDI MAGNA,3.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,24.0,1.12,70.0,5.0,8.0,yes,5andBelow
Maruti,Alto,800 LXI,2.7,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,7.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X2,1.85,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,11.57,2.18,138.1,7.0,12.0,yes,btwn6and8
Chevrolet,Sail,HATCHBACK LT ABS,2.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,22.1,1.25,76.9,5.0,9.0,No,5andBelow
Maruti,Wagon,R LXI CNG OPTIONAL,4.6,30000 - 40000 Km,Petrol + AltFuel,Individual,Manual,1st owner,25.2,1.0,58.16,5.0,3.0,yes,5andBelow
Tata,Nexon,1.5 REVOTORQ XZ PLUS DUAL TONE,8.6,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,21.5,1.5,108.5,5.0,4.0,yes,5andBelow
Tata,Tiago,1.2 REVOTRON XE,4.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,4.0,yes,5andBelow
Maruti,Ritz,VDI,2.4,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,23.2,1.25,73.94,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,5.7,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,7.0,yes,5andBelow
Ford,EcoSport,1.5 DIESEL TITANIUM BSIV,8.5,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.0,1.5,98.96,5.0,4.0,No,5andBelow
Ford,Figo,DIESEL TITANIUM,1.55,70000 - 80000 Km,Diesel,Individual,Manual,3rd owner,20.0,1.4,68.0,5.0,11.0,No,5andBelow
Hyundai,i20,1.4 CRDI ASTA,2.7,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,23.0,1.4,90.0,5.0,11.0,yes,5andBelow
Maruti,Ciaz,ZXI PLUS,6.1,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,20.73,1.37,91.1,5.0,7.0,yes,5andBelow
Hyundai,Creta,1.6 CRDI SX OPTION,10.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,19.67,1.58,126.2,5.0,7.0,yes,5andBelow
Mahindra,Scorpio,LX,4.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,12.05,2.18,120.0,9.0,10.0,yes,9andAbobe
Hyundai,Xcent,1.2 CRDI E,5.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.19,73.97,5.0,4.0,yes,5andBelow
Honda,Amaze,S DIESEL BSIV,7.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.63,5.0,4.0,yes,5andBelow
Maruti,Alto,LXI,1.35,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,15.0,yes,5andBelow
Mahindra,Scorpio,LX,4.3,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,12.05,2.18,120.0,9.0,10.0,yes,9andAbobe
Hyundai,Verna,1.6 SX CRDI (O),6.25,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.32,5.0,8.0,yes,5andBelow
Nissan,Sunny,XL,2.8,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,16.95,1.5,97.7,5.0,11.0,No,5andBelow
Mahindra,Scorpio,1.99 S6 PLUS,8.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,15.4,2.0,120.0,7.0,7.0,yes,btwn6and8
Maruti,Ritz,VDI,2.2,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,23.2,1.25,73.94,5.0,10.0,yes,5andBelow
Maruti,Ignis,1.2 ALPHA BSIV,6.2,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.89,1.2,81.8,5.0,5.0,yes,5andBelow
Tata,Safari,DICOR 2.2 EX 4X2,3.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,13.93,2.18,138.03,7.0,11.0,yes,btwn6and8
Maruti,Alto,LX,1.8,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,12.0,yes,5andBelow
Volkswagen,Polo,DIESEL HIGHLINE 1.2L,2.5,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,22.07,1.2,73.9,5.0,9.0,No,5andBelow
Maruti,Swift Dzire,LXI,4.8,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,20.85,1.2,83.14,5.0,5.0,yes,5andBelow
Ford,EcoSport,1.5 PETROL TITANIUM BSIV,8.85,0 - 10000 Km,Petrol,Individual,Manual,2nd owner,17.0,1.5,121.31,5.0,3.0,No,5andBelow
Mahindra,KUV,100 D75 K8,5.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.2,1.2,77.0,6.0,2.0,yes,btwn6and8
Maruti,Swift Dzire,ZDI PLUS,8.0,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,4.0,yes,5andBelow
Hyundai,Santro,XING GLS,1.8,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,17.92,1.09,62.1,5.0,9.0,yes,5andBelow
Hyundai,i20,SPORTZ 1.4 CRDI,3.8,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,21.9,1.4,88.76,5.0,10.0,yes,5andBelow
Tata,Tiago,NRG PETROL AMT,5.2,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,24.0,1.2,83.81,5.0,3.0,yes,5andBelow
Maruti,Alto,LX,0.9,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,18.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,3.3,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,20.51,1.0,67.04,5.0,6.0,yes,5andBelow
Maruti,800,DX,0.4,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,23.0,yes,5andBelow
Chevrolet,Enjoy,TCDI LS 8 SEATER,3.7,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,18.2,1.25,73.8,8.0,7.0,No,btwn6and8
Honda,City,V MT,2.9,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,16.8,1.5,116.3,5.0,13.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,2.15,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,21.1,0.81,55.2,5.0,9.0,yes,5andBelow
Tata,Hexa,XT,12.82,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,17.6,2.18,153.86,7.0,5.0,yes,btwn6and8
Toyota,Innova,2.5 GX 8 STR,6.1,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,102.0,8.0,10.0,yes,btwn6and8
Hyundai,i20,ASTA 1.4 CRDI,3.8,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,21.27,1.4,88.76,5.0,9.0,yes,5andBelow
Mahindra,Scorpio,1.99 S10,12.5,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,15.4,2.0,120.0,7.0,5.0,yes,btwn6and8
Hyundai,Verna,1.6 CRDI,4.0,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.3,5.0,10.0,yes,5andBelow
Hyundai,i20,PETROL CVT ASTA,7.0,20000 - 30000 Km,Petrol,Individual,Automatic,2nd owner,17.4,1.2,81.86,5.0,4.0,yes,5andBelow
Renault,Duster,110PS DIESEL RXZ,6.5,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,108.45,5.0,8.0,No,5andBelow
Tata,Nano,TWIST XT,0.95,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,25.2,0.62,37.5,4.0,8.0,yes,5andBelow
Mahindra,XUV500,W10 2WD,11.47,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,16.0,2.18,140.0,7.0,7.0,yes,btwn6and8
Hyundai,Santro,XING GL,1.5,100000 - 110000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,62.0,5.0,12.0,yes,5andBelow
Maruti,Alto,LX BSIII,1.2,70000 - 80000 Km,Petrol,Individual,Manual,3rd owner,19.7,0.8,46.3,5.0,14.0,yes,5andBelow
Ford,Fiesta,EXI 1.4 TDCI LTD,1.8,180000 - 190000 Km,Diesel,Dealer,Manual,2nd owner,17.8,1.4,68.0,5.0,12.0,No,5andBelow
Ford,Fiesta,CLASSIC 1.4 DURATORQ LXI,3.25,60000 - 70000 Km,Diesel,Dealer,Manual,1st owner,18.6,1.39,67.0,5.0,9.0,No,5andBelow
Ford,EcoSport,1.5 TDCI TITANIUM BSIV,5.5,200000 - 210000 Km,Diesel,Dealer,Manual,1st owner,22.77,1.5,98.59,5.0,7.0,No,5andBelow
Ford,EcoSport,1.5 TDCI SIGNATURE BSIV,9.5,20000 - 30000 Km,Diesel,Dealer,Manual,1st owner,22.77,1.5,98.59,5.0,4.0,No,5andBelow
Ford,Ecosport,1.5 DV5 MT TITANIUM OPTIONAL,5.0,130000 - 140000 Km,Diesel,Dealer,Manual,2nd owner,22.7,1.5,89.84,5.0,8.0,No,5andBelow
Ford,Aspire,TITANIUM DIESEL BSIV,7.25,70000 - 80000 Km,Diesel,Dealer,Manual,1st owner,25.2,1.5,99.23,5.0,5.0,No,5andBelow
Ford,Figo,ASPIRE TITANIUM,5.0,10000 - 20000 Km,Petrol,Dealer,Manual,2nd owner,18.5,1.19,94.93,5.0,7.0,No,5andBelow
Mahindra,Verito,1.5 D2 BSIII,1.8,210000 - 220000 Km,Diesel,Individual,Manual,1st owner,21.0,1.46,64.1,5.0,11.0,yes,5andBelow
Hyundai,i20,2015-2017 MAGNA 1.4 CRDI,6.5,0 - 10000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.73,5.0,6.0,yes,5andBelow
Maruti,Swift,VDI BSIII W/ ABS,2.85,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,17.8,1.25,75.0,5.0,12.0,yes,5andBelow
Mahindra,Verito,1.5 D2 BSIII,2.1,210000 - 220000 Km,Diesel,Individual,Manual,1st owner,21.0,1.46,64.1,5.0,11.0,yes,5andBelow
Ford,Fiesta,CLASSIC 1.4 DURATORQ CLXI,2.0,130000 - 140000 Km,Diesel,Individual,Manual,1st owner,17.8,1.4,67.0,5.0,10.0,No,5andBelow
Volkswagen,Vento,DIESEL HIGHLINE,2.95,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,20.54,1.6,103.6,5.0,11.0,No,5andBelow
Honda,City,2017-2020 GXI,1.6,110000 - 120000 Km,Petrol,Individual,Manual,3rd owner,17.7,1.5,78.0,5.0,15.0,yes,5andBelow
Maruti,Celerio,VXI AT,4.5,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,23.1,1.0,67.04,5.0,5.0,yes,5andBelow
Datsun,GO,PLUS A,3.85,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,20.62,1.2,67.0,7.0,6.0,No,btwn6and8
Ford,Fiesta,CLASSIC 1.4 DURATORQ LXI,3.5,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,18.6,1.39,67.0,5.0,11.0,No,5andBelow
Maruti,Swift Dzire,LDI,5.58,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,3.0,yes,5andBelow
Hyundai,Santro,XING GLS,1.65,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,17.92,1.09,62.1,5.0,12.0,yes,5andBelow
Hyundai,i20,SPORTZ 1.4 CRDI,3.0,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,21.9,1.4,88.76,5.0,10.0,yes,5andBelow
Mahindra,XUV500,W8 4WD,9.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,10.0,yes,btwn6and8
Skoda,Rapid,1.5 TDI AMBITION,6.4,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,21.14,1.5,103.52,5.0,8.0,No,5andBelow
Mahindra,Scorpio,S10 7 SEATER,9.0,60000 - 70000 Km,Diesel,Individual,Manual,3rd owner,15.4,2.18,120.0,7.0,7.0,yes,btwn6and8
Chevrolet,Enjoy,TCDI LTZ 7 SEATER,4.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,18.2,1.25,73.8,7.0,9.0,No,btwn6and8
Maruti,Ciaz,1.3 ALPHA,8.25,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,4.0,yes,5andBelow
Tata,Aria,PLEASURE 4X2,5.0,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,13.7,2.18,138.1,7.0,9.0,yes,btwn6and8
Mahindra,KUV,100 MFALCON G80 K6 AW,3.25,0 - 10000 Km,Petrol,Individual,Manual,2nd owner,18.15,1.2,82.0,6.0,5.0,yes,btwn6and8
Renault,Duster,110PS DIESEL RXL,4.5,130000 - 140000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,108.45,5.0,8.0,No,5andBelow
Honda,WR-V,I-VTEC VX,6.75,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,17.5,1.2,88.7,5.0,5.0,yes,5andBelow
Tata,Zest,REVOTRON 1.2 XT,4.15,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,17.57,1.19,88.7,5.0,5.0,yes,5andBelow
Hyundai,Creta,1.4 CRDI S,11.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,21.38,1.4,88.7,5.0,5.0,yes,5andBelow
Volkswagen,Ameo,1.2 MPI COMFORTLINE,5.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,73.75,5.0,6.0,No,5andBelow
Mahindra,Bolero,2011-2019 ZLX,5.1,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,8.0,yes,btwn6and8
Mahindra,Scorpio,2006-2009 LX 2.6 TURBO 9 STR,2.0,150000 - 160000 Km,Diesel,Individual,Manual,4th & above owner,10.5,2.61,120.0,9.0,15.0,yes,9andAbobe
Maruti,800,AC BSIII,0.6,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,15.0,yes,5andBelow
Hyundai,Verna,1.6 CRDI,5.0,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.3,5.0,9.0,yes,5andBelow
Tata,Indica,V2 DLE BSII,0.45,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,17.2,1.4,53.5,5.0,13.0,yes,5andBelow
Renault,KWID,RXT,2.7,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,5.0,No,5andBelow
Hyundai,i20,ACTIVE 1.2 S,5.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.19,1.2,81.86,5.0,5.0,yes,5andBelow
Renault,KWID,1.0 RXT OPTIONAL,2.35,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,23.01,1.0,67.0,5.0,6.0,No,5andBelow
Hyundai,i20,1.2 SPOTZ,6.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.83,5.0,4.0,yes,5andBelow
Honda,Jazz,1.5 VX I DTEC,5.25,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,7.0,yes,5andBelow
Maruti,Swift,VDI,3.25,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,22.9,1.25,74.0,5.0,10.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,4.2,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Maruti,Alto,K10 LXI,2.3,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,20.92,1.0,67.1,5.0,8.0,yes,5andBelow
